GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Math,org.apache.commons.math3.ode,MultistepIntegrator.new FirstOrderDifferentialEquations() {...},19,0,0,0,4,0,3,0,3,0
Apache Commons Math,org.apache.commons.math3.ode,JacobianMatrices.MainStateJacobianWrapper,8,90,1,5,1,18,1,6,0,4
Apache Commons Math,org.apache.commons.math3.ode,EquationsMapper,16,43,2,2,2,12,2,5,0,5
Apache Commons Math,org.apache.commons.math3.ode,ParameterJacobianWrapper,9,113,2,6,2,22,3,5,1,3
Apache Commons Math,org.apache.commons.math3.transform,FastFourierTransformer.MultiDimensionalComplexMatrix,46,258,8,22,16,53,6,16,0,7
Apache Commons Math,org.apache.commons.math3.transform,FastFourierTransformer,30,1379,9,54,4,203,9,33,0,10
Apache Commons Math,org.apache.commons.math3.transform,TransformUtils,35,254,4,10,8,31,4,9,1,5
Apache Commons Math,org.apache.commons.math3.transform,FastCosineTransformer,0,303,0,14,0,46,0,11,0,4
Apache Commons Math,org.apache.commons.math3.transform,DstNormalization,0,24,0,0,0,5,0,1,0,1
Apache Commons Math,org.apache.commons.math3.transform,TransformType,0,24,0,0,0,5,0,1,0,1
Apache Commons Math,org.apache.commons.math3.transform,DctNormalization,0,24,0,0,0,5,0,1,0,1
Apache Commons Math,org.apache.commons.math3.transform,DftNormalization,0,24,0,0,0,5,0,1,0,1
Apache Commons Math,org.apache.commons.math3.transform,FastHadamardTransformer,21,208,1,17,4,40,2,13,1,5
Apache Commons Math,org.apache.commons.math3.transform,FastSineTransformer,0,247,0,14,0,42,0,11,0,4
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,UnivariatePeriodicInterpolator.new UnivariateFunction() {...},0,23,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunction,68,17988,10,70,6,194,10,35,0,5
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolatingFunction.MicrosphereSurfaceElement,0,37,0,2,0,13,0,7,0,6
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction.new BivariateFunction() {...},0,63,0,0,0,6,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,LoessInterpolator,32,541,4,48,6,114,6,30,2,8
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction.new BivariateFunction() {...},54,9,0,0,5,1,1,1,1,1
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction.new BivariateFunction() {...},54,9,0,0,5,1,1,1,1,1
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction.new BivariateFunction() {...},0,67,0,0,0,7,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction.new BivariateFunction() {...},0,67,0,0,0,7,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunction,16,1790,6,48,3,108,8,32,2,11
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicSplineFunction,30,202,6,18,3,25,6,8,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,SmoothingPolynomialBicubicSplineInterpolator,20,266,5,27,5,47,6,14,1,3
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,FieldHermiteInterpolator,0,423,0,30,0,64,0,19,0,4
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicInterpolator.new BicubicInterpolatingFunction() {...},0,58,0,8,0,7,0,6,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicFunction,30,202,6,18,3,25,6,8,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,PiecewiseBicubicSplineInterpolator,4,37,4,10,1,12,4,5,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,AkimaSplineInterpolator,27,480,3,23,6,68,3,14,0,4
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,DividedDifferenceInterpolator,0,100,0,4,0,17,0,5,0,3
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,SplineInterpolator,0,330,0,12,0,39,0,8,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,HermiteInterpolator,0,403,0,28,0,62,0,21,0,7
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolator,4,577,4,50,1,88,4,27,0,4
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicInterpolator,4,188,3,9,1,29,3,5,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolatingFunction,32,220,8,22,6,39,8,10,0,3
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolator,12,37,2,2,2,14,2,3,0,3
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunction,126,18146,22,70,14,201,17,35,1,5
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolator,4,308,3,31,1,52,3,19,0,5
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,NevilleInterpolator,0,9,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicInterpolator.new TricubicInterpolatingFunction() {...},58,26,12,0,8,1,7,1,1,1
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicInterpolatingFunction,4,1664,6,42,1,88,6,24,0,6
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,LinearInterpolator,0,108,0,8,0,18,0,6,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,PiecewiseBicubicSplineInterpolatingFunction,61,255,16,36,8,58,13,17,1,3
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicFunction,20,139,4,10,2,21,4,6,0,3
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,BicubicSplineFunction,25,316,4,18,4,50,5,15,1,8
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,TricubicInterpolator,4,502,4,16,1,57,4,8,0,2
Apache Commons Math,org.apache.commons.math3.analysis.interpolation,UnivariatePeriodicInterpolator,0,165,0,6,0,28,0,6,0,3
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.oned,NeuronString,39,237,4,18,5,42,6,13,2,6
Apache Commons Math,org.apache.commons.math3.ml.neuralnet.oned,NeuronString.SerializationProxy,0,17,0,0,0,6,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ml.clustering.evaluation,SumOfClusterVariances,0,54,1,5,0,11,1,4,0,2
Apache Commons Math,org.apache.commons.math3.ml.clustering.evaluation,ClusterEvaluator,8,98,1,11,3,18,2,9,1,4
Apache Commons Math,org.apache.commons.math3.analysis.integration,LegendreGaussIntegrator,30,449,1,12,6,78,2,12,1,5
Apache Commons Math,org.apache.commons.math3.analysis.integration,SimpsonIntegrator,34,92,5,7,7,22,5,5,1,3
Apache Commons Math,org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegrator.new UnivariateFunction() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegrator,7,157,1,7,1,38,1,9,0,6
Apache Commons Math,org.apache.commons.math3.analysis.integration,RombergIntegrator,20,145,4,8,6,31,4,6,1,3
Apache Commons Math,org.apache.commons.math3.analysis.integration,BaseAbstractUnivariateIntegrator,17,120,1,3,5,36,3,13,2,12
Apache Commons Math,org.apache.commons.math3.analysis.integration,TrapezoidIntegrator,20,162,4,10,6,37,4,8,1,4
Apache Commons Math,org.apache.commons.math3.analysis.integration,MidPointIntegrator,10,147,3,9,3,32,3,8,0,5
Apache Commons Math,org.apache.commons.math3.geometry,VectorFormat,37,150,1,15,13,37,8,12,7,5
Apache Commons Math,org.apache.commons.math3.optimization.fitting,HarmonicFitter.ParameterGuesser,4,464,2,28,1,94,2,18,0,5
Apache Commons Math,org.apache.commons.math3.optimization.fitting,CurveFitter.OldTheoreticalValuesFunction,0,47,0,2,0,9,0,4,0,3
Apache Commons Math,org.apache.commons.math3.optimization.fitting,PolynomialFitter,26,14,0,0,5,4,3,2,3,2
Apache Commons Math,org.apache.commons.math3.optimization.fitting,GaussianFitter.ParameterGuesser.new Comparator() {...},44,26,15,5,13,7,10,2,0,2
Apache Commons Math,org.apache.commons.math3.optimization.fitting,CurveFitter.OldTheoreticalValuesFunction.new MultivariateMatrixFunction() {...},0,42,0,2,0,6,0,3,0,2
Apache Commons Math,org.apache.commons.math3.optimization.fitting,WeightedObservedPoint,0,21,0,0,0,8,0,4,0,4
Apache Commons Math,org.apache.commons.math3.optimization.fitting,CurveFitter,37,101,1,3,11,23,4,7,3,6
Apache Commons Math,org.apache.commons.math3.optimization.fitting,GaussianFitter.ParameterGuesser,21,319,6,28,5,56,6,19,0,8
Apache Commons Math,org.apache.commons.math3.optimization.fitting,CurveFitter.TheoreticalValuesFunction,121,0,8,0,19,0,7,0,3,0
Apache Commons Math,org.apache.commons.math3.optimization.fitting,GaussianFitter,0,25,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optimization.fitting,GaussianFitter.new Gaussian.Parametric() {...},1,40,0,0,0,11,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optimization.fitting,HarmonicFitter,0,20,0,0,0,4,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optim.linear,UnboundedSolutionException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.optim.linear,LinearConstraint,60,87,6,6,15,25,7,10,2,9
Apache Commons Math,org.apache.commons.math3.optim.linear,NonNegativeConstraint,0,9,0,0,0,4,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optim.linear,PivotSelectionRule,0,24,0,0,0,5,0,1,0,1
Apache Commons Math,org.apache.commons.math3.optim.linear,Relationship,3,56,0,3,1,14,1,5,1,3
Apache Commons Math,org.apache.commons.math3.optim.linear,LinearObjectiveFunction,15,76,4,4,3,20,5,9,1,9
Apache Commons Math,org.apache.commons.math3.optim.linear,SimplexSolver,18,398,3,61,6,100,5,39,2,10
Apache Commons Math,org.apache.commons.math3.optim.linear,LinearOptimizer,0,63,0,8,0,17,0,10,0,6
Apache Commons Math,org.apache.commons.math3.optim.linear,LinearConstraintSet,29,17,2,0,4,5,2,2,1,2
Apache Commons Math,org.apache.commons.math3.optim.linear,NoFeasibleSolutionException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.optim.linear,SimplexTableau,50,1128,11,127,14,210,14,92,3,34
Apache Commons Math,org.apache.commons.math3.optim.linear,SolutionCallback,0,25,0,4,0,5,0,6,0,4
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsMoultonIntegrator,28,383,2,30,4,77,2,17,0,3
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsMoultonIntegrator.Corrector,13,132,2,6,1,23,2,6,0,4
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,RungeKuttaStepInterpolator,17,221,7,23,3,51,7,14,0,6
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ClassicalRungeKuttaIntegrator,0,88,0,0,0,12,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,HighamHall54Integrator,0,331,0,6,0,33,0,8,0,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince853StepInterpolator,21,1574,5,43,3,175,5,29,0,10
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsNordsieckTransformer,4,405,0,20,1,69,1,17,1,7
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ClassicalRungeKuttaStepInterpolator,0,269,1,7,0,39,1,7,0,4
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,RungeKuttaIntegrator,7,543,1,43,2,84,1,24,0,3
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ThreeEighthesStepInterpolator,0,308,1,7,0,42,1,7,0,4
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,ThreeEighthesIntegrator,0,88,0,0,0,11,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdaptiveStepsizeIntegrator,14,398,6,40,4,84,5,30,0,12
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,EmbeddedRungeKuttaIntegrator,0,626,0,54,0,114,0,36,0,9
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,LutherStepInterpolator,0,722,1,7,0,56,1,8,0,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,EulerIntegrator,0,25,0,0,0,7,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,GillIntegrator,0,117,0,0,0,11,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince853Integrator,0,895,0,6,0,88,0,8,0,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,LutherIntegrator,0,288,0,0,0,15,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,GraggBulirschStoerStepInterpolator,58,839,15,43,12,130,14,25,0,10
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,HighamHall54StepInterpolator,0,449,1,7,0,45,1,7,0,4
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,MidpointIntegrator,0,42,0,0,0,9,0,2,0,2
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince54Integrator,0,318,0,4,0,31,0,7,0,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsIntegrator,0,48,0,0,0,12,0,5,0,5
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,GraggBulirschStoerIntegrator,25,1985,22,212,8,347,22,109,0,13
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,MidpointStepInterpolator,0,150,1,7,0,24,1,7,0,4
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,AdamsBashforthIntegrator,39,378,3,31,5,76,3,17,0,3
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,DormandPrince54StepInterpolator,0,454,1,15,0,66,1,13,0,6
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,EulerStepInterpolator,0,100,1,7,0,14,1,7,0,4
Apache Commons Math,org.apache.commons.math3.ode.nonstiff,GillStepInterpolator,0,307,1,7,0,48,1,8,0,5
Apache Commons Math,org.apache.commons.math3.linear,RealLinearOperator,6,3,0,0,2,1,2,1,2,1
Apache Commons Math,org.apache.commons.math3.linear,FieldLUDecomposition.Solver,11,523,2,52,2,80,2,31,0,6
Apache Commons Math,org.apache.commons.math3.linear,DefaultIterativeLinearSolverEvent,11,49,3,1,2,17,3,6,1,6
Apache Commons Math,org.apache.commons.math3.linear,BlockRealMatrix,194,4078,14,264,36,737,11,182,1,53
Apache Commons Math,org.apache.commons.math3.linear,SymmLQ,56,198,2,8,13,56,7,10,5,7
Apache Commons Math,org.apache.commons.math3.linear,LUDecomposition.Solver,0,335,0,38,0,55,0,24,0,5
Apache Commons Math,org.apache.commons.math3.linear,RRQRDecomposition,1,210,2,18,1,46,2,15,0,7
Apache Commons Math,org.apache.commons.math3.linear,RRQRDecomposition.Solver,7,29,0,0,1,7,1,4,1,4
Apache Commons Math,org.apache.commons.math3.linear,DefaultFieldMatrixPreservingVisitor,1,10,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,RectangularCholeskyDecomposition,26,300,2,26,2,54,2,16,0,4
Apache Commons Math,org.apache.commons.math3.linear,LUDecomposition,0,441,0,54,0,85,0,35,0,8
Apache Commons Math,org.apache.commons.math3.linear,SymmLQ.State,34,960,9,51,7,176,9,35,0,14
Apache Commons Math,org.apache.commons.math3.linear,Array2DRowRealMatrix,30,1007,7,89,5,193,7,72,0,31
Apache Commons Math,org.apache.commons.math3.linear,SingularValueDecomposition.new DefaultRealMatrixPreservingVisitor() {...},0,23,0,0,0,3,0,2,0,2
Apache Commons Math,org.apache.commons.math3.linear,EigenDecomposition.Solver,8,337,2,36,2,63,2,23,0,6
Apache Commons Math,org.apache.commons.math3.linear,SparseRealVector,0,3,0,0,0,1,0,1,0,1
Apache Commons Math,org.apache.commons.math3.linear,SparseFieldVector,317,912,36,76,71,203,38,71,12,41
Apache Commons Math,org.apache.commons.math3.linear,NonSymmetricMatrixException,9,30,0,0,3,5,3,1,3,1
Apache Commons Math,org.apache.commons.math3.linear,NonSquareOperatorException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.linear,CholeskyDecomposition.Solver,9,284,0,28,2,46,2,17,2,3
Apache Commons Math,org.apache.commons.math3.linear,OpenMapRealVector.OpenMapEntry,10,18,0,0,2,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,MatrixUtils.BigFractionMatrixConverter,0,26,0,0,0,7,0,4,0,4
Apache Commons Math,org.apache.commons.math3.linear,RealVector.Entry,0,29,0,0,0,9,0,5,0,5
Apache Commons Math,org.apache.commons.math3.linear,BiDiagonalTransformer,13,987,7,103,3,157,10,55,3,7
Apache Commons Math,org.apache.commons.math3.linear,DefaultRealMatrixChangingVisitor,2,6,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,DiagonalMatrix,3,409,1,37,1,87,1,42,0,24
Apache Commons Math,org.apache.commons.math3.linear,SingularValueDecomposition,26,1972,13,171,4,280,14,92,1,12
Apache Commons Math,org.apache.commons.math3.linear,DefaultFieldMatrixChangingVisitor,2,10,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,AbstractFieldMatrix.new DefaultFieldMatrixPreservingVisitor() {...},0,17,0,0,0,3,0,2,0,2
Apache Commons Math,org.apache.commons.math3.linear,AbstractFieldMatrix.new DefaultFieldMatrixPreservingVisitor() {...},0,31,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.linear,AbstractFieldMatrix.new DefaultFieldMatrixChangingVisitor() {...},0,25,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.linear,IllConditionedOperatorException,11,0,0,0,2,0,1,0,1,0
Apache Commons Math,org.apache.commons.math3.linear,SingularMatrixException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.linear,CholeskyDecomposition,0,229,0,22,0,46,0,17,0,6
Apache Commons Math,org.apache.commons.math3.linear,SparseFieldMatrix,142,114,8,2,31,25,8,10,4,9
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix.new DefaultRealMatrixPreservingVisitor() {...},0,16,0,0,0,3,0,2,0,2
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix.new DefaultRealMatrixPreservingVisitor() {...},0,30,0,0,0,6,0,3,0,3
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix.new DefaultRealMatrixChangingVisitor() {...},0,24,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.linear,SingularValueDecomposition.Solver,0,76,0,6,0,17,0,8,0,5
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix.new RealMatrixPreservingVisitor() {...},0,23,0,0,0,6,0,4,0,4
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix.new RealMatrixPreservingVisitor() {...},0,44,0,2,0,11,0,5,0,4
Apache Commons Math,org.apache.commons.math3.linear,EigenDecomposition,139,1953,18,146,25,298,18,85,4,17
Apache Commons Math,org.apache.commons.math3.linear,BlockFieldMatrix,507,3789,34,230,96,671,22,162,2,50
Apache Commons Math,org.apache.commons.math3.linear,OpenMapRealVector,94,1062,7,117,23,259,11,99,5,43
Apache Commons Math,org.apache.commons.math3.linear,QRDecomposition.Solver,0,506,0,44,0,84,0,27,0,5
Apache Commons Math,org.apache.commons.math3.linear,OpenMapRealMatrix,76,375,4,20,20,80,4,24,2,14
Apache Commons Math,org.apache.commons.math3.linear,Array2DRowFieldMatrix,117,993,9,83,24,180,13,67,5,29
Apache Commons Math,org.apache.commons.math3.linear,HessenbergTransformer,3,504,3,51,1,76,4,29,1,5
Apache Commons Math,org.apache.commons.math3.linear,RealVector.2.new Iterator() {...},4,31,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,RealVector.2.new Iterator() {...},4,31,0,0,1,5,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,RealVectorFormat,18,227,0,22,7,59,5,21,5,10
Apache Commons Math,org.apache.commons.math3.linear,NonPositiveDefiniteMatrixException,9,37,0,0,3,7,3,1,3,1
Apache Commons Math,org.apache.commons.math3.linear,JacobiPreconditioner,7,106,1,7,1,24,1,9,0,6
Apache Commons Math,org.apache.commons.math3.linear,NonSquareMatrixException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.linear,JacobiPreconditioner.new RealLinearOperator() {...},8,20,0,0,2,4,2,2,2,2
Apache Commons Math,org.apache.commons.math3.linear,DefaultRealMatrixPreservingVisitor,1,6,0,0,1,3,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,NonPositiveDefiniteOperatorException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.linear,AbstractFieldMatrix,323,1941,39,203,62,385,34,149,6,56
Apache Commons Math,org.apache.commons.math3.linear,PreconditionedIterativeLinearSolver,14,87,0,6,4,21,2,9,2,6
Apache Commons Math,org.apache.commons.math3.linear,SchurTransformer,9,1368,7,83,2,187,7,48,0,10
Apache Commons Math,org.apache.commons.math3.linear,AbstractRealMatrix,209,1755,22,176,39,347,19,134,4,50
Apache Commons Math,org.apache.commons.math3.linear,MatrixDimensionMismatchException,0,44,0,0,0,8,0,5,0,5
Apache Commons Math,org.apache.commons.math3.linear,RealVector.2.UnmodifiableEntry,0,20,0,0,0,3,0,3,0,3
Apache Commons Math,org.apache.commons.math3.linear,RealMatrixFormat,29,372,3,41,11,98,10,30,7,11
Apache Commons Math,org.apache.commons.math3.linear,OpenMapRealVector.OpenMapSparseIterator,5,29,0,0,1,7,1,3,1,3
Apache Commons Math,org.apache.commons.math3.linear,NonSelfAdjointOperatorException,0,6,0,0,0,2,0,1,0,1
Apache Commons Math,org.apache.commons.math3.linear,RealVector,8,876,0,82,2,200,2,90,2,49
Apache Commons Math,org.apache.commons.math3.linear,SingularOperatorException,6,0,0,0,2,0,1,0,1,0
Apache Commons Math,org.apache.commons.math3.linear,IterativeLinearSolverEvent,6,5,0,0,2,2,2,1,2,1
Apache Commons Math,org.apache.commons.math3.linear,MatrixUtils,227,1092,42,116,50,235,36,80,2,35
Apache Commons Math,org.apache.commons.math3.linear,QRDecomposition,0,449,0,42,0,77,0,30,0,9
Apache Commons Math,org.apache.commons.math3.linear,RealVector.new Iterator() {...},0,53,0,4,0,9,0,6,0,4
Apache Commons Math,org.apache.commons.math3.linear,ArrayFieldVector,373,1569,18,96,68,284,20,110,6,67
Apache Commons Math,org.apache.commons.math3.linear,RealVector.new RealVector() {...},10,203,0,0,2,43,2,41,2,41
Apache Commons Math,org.apache.commons.math3.linear,FieldLUDecomposition,11,475,2,52,0,82,2,32,0,7
Apache Commons Math,org.apache.commons.math3.linear,ConjugateGradient,18,226,3,15,7,62,5,8,2,2
Apache Commons Math,org.apache.commons.math3.linear,TriDiagonalTransformer,3,568,0,46,1,88,1,30,1,7
Apache Commons Math,org.apache.commons.math3.linear,RealVector.SparseEntryIterator,9,84,2,12,3,19,3,9,1,4
Apache Commons Math,org.apache.commons.math3.linear,MatrixUtils.FractionMatrixConverter,0,26,0,0,0,7,0,4,0,4
Apache Commons Math,org.apache.commons.math3.linear,IterativeLinearSolver,34,58,0,6,10,17,3,6,3,3
Apache Commons Math,org.apache.commons.math3.linear,ArrayRealVector,56,1752,4,140,11,352,6,133,2,65
Apache Commons Math,org.apache.commons.math3.filter,DefaultMeasurementModel,11,15,0,0,2,6,1,3,1,3
Apache Commons Math,org.apache.commons.math3.filter,KalmanFilter,79,300,8,22,19,73,11,16,3,9
Apache Commons Math,org.apache.commons.math3.filter,DefaultProcessModel,40,33,0,0,10,12,2,6,2,6
Apache Commons Math,org.apache.commons.math3.stat.correlation,StorelessCovariance,56,162,7,15,9,27,7,16,3,9
Apache Commons Math,org.apache.commons.math3.stat.correlation,PearsonsCorrelation,15,386,3,27,2,76,3,25,0,13
Apache Commons Math,org.apache.commons.math3.stat.correlation,SpearmansCorrelation,13,289,5,27,3,59,6,22,1,11
Apache Commons Math,org.apache.commons.math3.stat.correlation,Covariance,41,226,4,12,6,48,5,17,1,13
Apache Commons Math,org.apache.commons.math3.stat.correlation,KendallsCorrelation.new Comparator() {...},0,26,0,2,0,3,0,3,0,2
Apache Commons Math,org.apache.commons.math3.stat.correlation,KendallsCorrelation,13,407,1,31,3,91,2,22,1,7
Apache Commons Math,org.apache.commons.math3.stat.correlation,StorelessBivariateCovariance,20,155,2,2,4,26,3,5,1,5
Apache Commons Math,org.apache.commons.math3.optimization.direct,SimplexOptimizer,10,144,1,17,3,35,2,14,1,6
Apache Commons Math,org.apache.commons.math3.optimization.direct,BaseAbstractMultivariateSimpleBoundsOptimizer,3,42,0,0,1,7,1,3,1,3
Apache Commons Math,org.apache.commons.math3.optimization.direct,CMAESOptimizer,257,2453,39,177,49,392,36,117,7,38
Apache Commons Math,org.apache.commons.math3.optimization.direct,CMAESOptimizer.Sigma,0,35,0,4,0,7,0,4,0,2
Apache Commons Math,org.apache.commons.math3.optimization.direct,NelderMeadSimplex,9,408,1,31,2,84,2,23,1,8
Apache Commons Math,org.apache.commons.math3.optimization.direct,PowellOptimizer.LineSearch,0,55,0,0,0,12,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optimization.direct,CMAESOptimizer.FitnessFunction,43,136,7,13,9,28,5,11,1,5
Apache Commons Math,org.apache.commons.math3.optimization.direct,CMAESOptimizer.PopulationSize,6,11,1,1,1,5,1,2,0,2
Apache Commons Math,org.apache.commons.math3.optimization.direct,PowellOptimizer,21,386,3,29,3,87,3,20,0,7
Apache Commons Math,org.apache.commons.math3.optimization.direct,SimplexOptimizer.new Comparator() {...},0,30,0,2,0,4,0,3,0,2
Apache Commons Math,org.apache.commons.math3.optimization.direct,SimplexOptimizer.new MultivariateFunction() {...},0,11,0,0,0,2,0,2,0,2
Apache Commons Math,org.apache.commons.math3.optimization.direct,AbstractSimplex,98,379,13,41,14,77,14,27,1,13
Apache Commons Math,org.apache.commons.math3.optimization.direct,BOBYQAOptimizer.PathIsExploredException,11,0,0,0,2,0,1,0,1,0
Apache Commons Math,org.apache.commons.math3.optimization.direct,BOBYQAOptimizer,923,5969,105,519,159,1045,90,243,1,12
Apache Commons Math,org.apache.commons.math3.optimization.direct,PowellOptimizer.LineSearch.new UnivariateFunction() {...},0,49,0,2,0,6,0,3,0,2
Apache Commons Math,org.apache.commons.math3.optimization.direct,MultivariateFunctionMappingAdapter.UpperBoundMapper,0,20,0,0,0,5,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optimization.direct,MultivariateFunctionMappingAdapter.LowerBoundMapper,0,18,0,0,0,5,0,3,0,3
Apache Commons Math,org.apache.commons.math3.optimization.direct,MultiDirectionalSimplex,7,173,0,8,2,44,1,13,1,9
Apache Commons Math,org.apache.commons.math3.optimization.direct,MultivariateFunctionPenaltyAdapter,29,159,3,17,3,27,3,9,0,2
Apache Commons Math,org.apache.commons.math3.optimization.direct,CMAESOptimizer.DoubleIndex,36,15,6,0,7,5,5,2,2,2
Apache Commons Math,org.apache.commons.math3.optimization.direct,BaseAbstractMultivariateOptimizer,20,293,5,33,3,60,6,29,1,15
Apache Commons Math,org.apache.commons.math3.optimization.direct,BaseAbstractMultivariateVectorOptimizer,95,157,11,11,21,40,13,17,7,12
